"Area","Area Id","Variable Name","Variable Id","Year","Value","Symbol","Md"
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,1967,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,1972,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,1977,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,1982,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,1987,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,1992,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,1997,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,2002,11099.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,2007,11100.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,2012,11100.0,"E","",""
"Bulgaria",27,"Total area of the country (excl. coastal waters)",4100,2016,11100.0,"E","",""
"Croatia",98,"Total area of the country (excl. coastal waters)",4100,1992,5654.0,"E","",""
"Croatia",98,"Total area of the country (excl. coastal waters)",4100,1997,5661.0,"E","",""
"Croatia",98,"Total area of the country (excl. coastal waters)",4100,2002,5654.0,"E","",""
"Croatia",98,"Total area of the country (excl. coastal waters)",4100,2007,5659.0,"E","",""
"Croatia",98,"Total area of the country (excl. coastal waters)",4100,2012,5659.0,"E","",""
"Croatia",98,"Total area of the country (excl. coastal waters)",4100,2016,5659.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1962,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1967,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1972,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1977,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1982,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1987,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1992,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,1997,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,2002,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,2007,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,2012,925.0,"E","",""
"Cyprus",50,"Total area of the country (excl. coastal waters)",4100,2016,925.0,"E","",""
"Czechia",167,"Total area of the country (excl. coastal waters)",4100,1997,7887.0,"E","",""
"Czechia",167,"Total area of the country (excl. coastal waters)",4100,2002,7887.0,"E","",""
"Czechia",167,"Total area of the country (excl. coastal waters)",4100,2007,7887.0,"E","",""
"Czechia",167,"Total area of the country (excl. coastal waters)",4100,2012,7887.0,"E","",""
"Czechia",167,"Total area of the country (excl. coastal waters)",4100,2016,7887.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1962,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1967,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1972,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1977,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1982,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1987,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1992,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,1997,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,2002,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,2007,4309.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,2012,4292.0,"E","",""
"Denmark",54,"Total area of the country (excl. coastal waters)",4100,2016,4292.0,"E","",""
"Estonia",63,"Total area of the country (excl. coastal waters)",4100,1992,4523.0,"E","",""
"Estonia",63,"Total area of the country (excl. coastal waters)",4100,1997,4523.0,"E","",""
"Estonia",63,"Total area of the country (excl. coastal waters)",4100,2002,4523.0,"E","",""
"Estonia",63,"Total area of the country (excl. coastal waters)",4100,2007,4523.0,"E","",""
"Estonia",63,"Total area of the country (excl. coastal waters)",4100,2012,4523.0,"E","",""
"Estonia",63,"Total area of the country (excl. coastal waters)",4100,2016,4534.0,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1962,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1967,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1972,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1977,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1982,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1987,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1992,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,1997,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,2002,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,2007,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,2012,139.6,"E","",""
"Faroe Islands",64,"Total area of the country (excl. coastal waters)",4100,2016,139.6,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1962,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1967,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1972,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1977,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1982,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1987,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1992,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,1997,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,2002,33815.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,2007,33842.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,2012,33842.0,"E","",""
"Finland",67,"Total area of the country (excl. coastal waters)",4100,2016,33845.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1962,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1967,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1972,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1977,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1982,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1987,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1992,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,1997,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,2002,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,2007,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,2012,54909.0,"E","",""
"France",68,"Total area of the country (excl. coastal waters)",4100,2016,54909.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1962,35697.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1967,35697.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1972,35697.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1977,35697.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1982,35697.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1987,35697.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1992,35697.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,1997,35703.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,2002,35704.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,2007,35710.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,2012,35717.0,"E","",""
"Germany",79,"Total area of the country (excl. coastal waters)",4100,2016,35758.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1962,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1967,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1972,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1977,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1982,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1987,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1992,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,1997,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,2002,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,2007,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,2012,13196.0,"E","",""
"Greece",84,"Total area of the country (excl. coastal waters)",4100,2016,13196.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1962,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1967,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1972,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1977,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1982,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1987,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1992,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,1997,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,2002,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,2007,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,2012,9303.0,"E","",""
"Hungary",97,"Total area of the country (excl. coastal waters)",4100,2016,9303.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1962,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1967,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1972,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1977,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1982,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1987,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1992,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,1997,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,2002,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,2007,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,2012,10300.0,"E","",""
"Iceland",99,"Total area of the country (excl. coastal waters)",4100,2016,10300.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1962,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1967,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1972,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1977,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1982,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1987,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1992,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,1997,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,2002,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,2007,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,2012,7028.0,"E","",""
"Ireland",104,"Total area of the country (excl. coastal waters)",4100,2016,7028.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1962,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1967,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1972,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1977,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1982,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1987,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1992,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,1997,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,2002,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,2007,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,2012,30134.0,"E","",""
"Italy",106,"Total area of the country (excl. coastal waters)",4100,2016,30134.0,"E","",""
"Latvia",119,"Total area of the country (excl. coastal waters)",4100,1992,6456.0,"E","",""
"Latvia",119,"Total area of the country (excl. coastal waters)",4100,1997,6456.0,"E","",""
"Latvia",119,"Total area of the country (excl. coastal waters)",4100,2002,6456.0,"E","",""
"Latvia",119,"Total area of the country (excl. coastal waters)",4100,2007,6456.0,"E","",""
"Latvia",119,"Total area of the country (excl. coastal waters)",4100,2012,6448.0,"E","",""
"Latvia",119,"Total area of the country (excl. coastal waters)",4100,2016,6449.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1962,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1967,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1972,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1977,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1982,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1987,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1992,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,1997,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,2002,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,2007,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,2012,16.0,"E","",""
"Liechtenstein",125,"Total area of the country (excl. coastal waters)",4100,2016,16.0,"E","",""
"Lithuania",126,"Total area of the country (excl. coastal waters)",4100,1992,6530.0,"E","",""
"Lithuania",126,"Total area of the country (excl. coastal waters)",4100,1997,6530.0,"E","",""
"Lithuania",126,"Total area of the country (excl. coastal waters)",4100,2002,6530.0,"E","",""
"Lithuania",126,"Total area of the country (excl. coastal waters)",4100,2007,6530.0,"E","",""
"Lithuania",126,"Total area of the country (excl. coastal waters)",4100,2012,6530.0,"E","",""
"Lithuania",126,"Total area of the country (excl. coastal waters)",4100,2016,6529.0,"E","",""
"Luxembourg",256,"Total area of the country (excl. coastal waters)",4100,2002,259.0,"E","",""
"Luxembourg",256,"Total area of the country (excl. coastal waters)",4100,2007,259.0,"E","",""
"Luxembourg",256,"Total area of the country (excl. coastal waters)",4100,2012,259.0,"E","",""
"Luxembourg",256,"Total area of the country (excl. coastal waters)",4100,2016,259.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1962,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1967,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1972,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1977,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1982,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1987,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1992,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,1997,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,2002,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,2007,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,2012,32.0,"E","",""
"Malta",134,"Total area of the country (excl. coastal waters)",4100,2016,32.0,"E","",""
"Montenegro",273,"Total area of the country (excl. coastal waters)",4100,2007,1381.0,"E","",""
"Montenegro",273,"Total area of the country (excl. coastal waters)",4100,2012,1381.0,"E","",""
"Montenegro",273,"Total area of the country (excl. coastal waters)",4100,2016,1381.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1962,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1967,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1972,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1977,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1982,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1987,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1992,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,1997,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,2002,4153.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,2007,4154.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,2012,4154.0,"E","",""
"Netherlands",150,"Total area of the country (excl. coastal waters)",4100,2016,4154.0,"E","",""
"North Macedonia",154,"Total area of the country (excl. coastal waters)",4100,1992,2571.0,"E","",""
"North Macedonia",154,"Total area of the country (excl. coastal waters)",4100,1997,2571.0,"E","",""
"North Macedonia",154,"Total area of the country (excl. coastal waters)",4100,2002,2571.0,"E","",""
"North Macedonia",154,"Total area of the country (excl. coastal waters)",4100,2007,2571.0,"E","",""
"North Macedonia",154,"Total area of the country (excl. coastal waters)",4100,2012,2571.0,"E","",""
"North Macedonia",154,"Total area of the country (excl. coastal waters)",4100,2016,2571.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1962,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1967,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1972,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1977,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1982,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1987,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1992,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,1997,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,2002,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,2007,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,2012,38518.0,"E","",""
"Norway",162,"Total area of the country (excl. coastal waters)",4100,2016,62522.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1962,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1967,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1972,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1977,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1982,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1987,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1992,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,1997,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,2002,31269.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,2007,31268.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,2012,31268.0,"E","",""
"Poland",173,"Total area of the country (excl. coastal waters)",4100,2016,31268.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1962,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1967,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1972,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1977,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1982,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1987,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1992,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,1997,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,2002,9212.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,2007,9209.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,2012,9221.0,"E","",""
"Portugal",174,"Total area of the country (excl. coastal waters)",4100,2016,9223.0,"E","",""
"Republic of Moldova",146,"Total area of the country (excl. coastal waters)",4100,1992,3376.0,"E","",""
"Republic of Moldova",146,"Total area of the country (excl. coastal waters)",4100,1997,3384.0,"E","",""
"Republic of Moldova",146,"Total area of the country (excl. coastal waters)",4100,2002,3384.0,"E","",""
"Republic of Moldova",146,"Total area of the country (excl. coastal waters)",4100,2007,3385.0,"E","",""
"Republic of Moldova",146,"Total area of the country (excl. coastal waters)",4100,2012,3385.0,"E","",""
"Republic of Moldova",146,"Total area of the country (excl. coastal waters)",4100,2016,3385.0,"E","",""
"Romania",183,"Total area of the country (excl. coastal waters)",4100,1962,23839.0,"E","",""
"Romania",183,"Total area of the country (excl. coastal waters)",4100,1967,23839.0,"E","",""
"Romania",183,"Total area of the country (excl. coastal waters)",4100,1972,23839.0,"E","",""
"Romania",183,"Total area of the country (excl. coastal waters)",4100,1977,23839.0,"E","",""
"Romania",183,"Total area of the country (excl. coastal waters)",4100,1982,23839.0,"E","",""
"Romania",183,"Total area of the country (excl. coastal waters)",4100,1987,23839.0,"E","",""
"Romania",183,"Total area of the country (excl. coastal waters)",4100,1992,23839.0,"E","",""
